"ID"	"State"	"InitialState"
"Pt38.baseline"	"Pt38.baseline"	"S01"	"IS07"
"Pt20.baseline"	"Pt20.baseline"	"S02"	"IS09"
"Pt23.baseline"	"Pt23.baseline"	"S02"	"IS09"
"Pt25.baseline"	"Pt25.baseline"	"S03"	"IS05"
"Pt2.baseline"	"Pt2.baseline"	"S04"	"IS01"
"Pt4.baseline"	"Pt4.baseline"	"S05"	"IS08"
"Pt14.baseline"	"Pt14.baseline"	"S06"	"IS13"
"Pt15.baseline"	"Pt15.baseline"	"S06"	"IS13"
"Pt6.baseline"	"Pt6.baseline"	"S06"	"IS13"
